RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,DRVAL1,DRVAL2,QUASOU,SOUACC,VERDAT,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
923,2,2,42,1,550,115117986,1287,022606DC8FA20507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
924,2,2,42,1,550,115117995,1287,022606DC8FAB0507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
925,2,2,42,1,550,115117999,1287,022606DC8FAF0507,,,0.91,15.24,,,,,,,,45000,,,,,"US,US"
926,2,2,42,1,550,115118002,1287,022606DC8FB20507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
927,2,2,42,1,550,115118006,1287,022606DC8FB60507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
928,2,2,42,1,550,115118013,1287,022606DC8FBD0507,,,0.91,1.52,,,,,,,,45000,,,,,"US,US"
929,2,2,42,1,550,115118020,1287,022606DC8FC40507,,,0.91,1.52,,,,,,,,45000,,,,,"US,US"
930,2,2,42,1,550,115118024,1287,022606DC8FC80507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
931,2,2,42,1,550,115118031,1287,022606DC8FCF0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
932,2,2,42,1,550,115118036,1287,022606DC8FD40507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
933,2,2,42,1,550,115118040,1287,022606DC8FD80507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
934,2,2,42,1,550,115118044,1287,022606DC8FDC0507,,,1.82,12.8,,,,,,,,45000,,,,,"US,US"
935,2,2,42,1,550,115118051,1287,022606DC8FE30507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
936,2,2,42,1,550,115118054,1287,022606DC8FE60507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
937,2,2,42,1,550,115118062,1287,022606DC8FEE0507,,,1.82,10.05,,,,,,,,45000,,,,,"US,US"
938,2,2,42,1,550,115118072,1287,022606DC8FF80507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
939,2,2,42,1,550,115118076,1287,022606DC8FFC0507,,,-0.51,1.82,,,,,,,,45000,,,,,"US,US"
940,2,2,42,1,550,115118080,1287,022606DC90000507,,,3.65,10.05,,,,,,,,45000,,,,,"US,US"
941,2,2,42,1,550,115118083,1287,022606DC90030507,,,3.65,12.8,,,,,,,,45000,,,,,"US,US"
942,2,2,42,1,550,115118086,1287,022606DC90060507,,,-0.51,1.82,,,,,,,,45000,,,,,"US,US"
943,2,2,42,1,550,115118092,1287,022606DC900C0507,,,-0.51,1.82,,,,,,,,45000,,,,,"US,US"
944,2,2,42,1,550,115118095,1287,022606DC900F0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
945,2,2,42,1,550,115118098,1287,022606DC90120507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
946,2,2,42,1,550,115118101,1287,022606DC90150507,,,5.48,12.8,,,,,,,,45000,,,,,"US,US"
947,2,2,42,1,550,115118105,1287,022606DC90190507,,,5.48,12.8,,,,,,,,45000,,,,,"US,US"
948,2,2,42,1,550,115118112,1287,022606DC90200507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
949,2,2,42,1,550,115118115,1287,022606DC90230507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
950,2,2,42,1,550,115118119,1287,022606DC90270507,,,-0.51,5.48,,,,,,,,45000,,,,,"US,US"
951,2,2,42,1,550,115118123,1287,022606DC902B0507,,,-0.51,5.48,,,,,,,,45000,,,,,"US,US"
952,2,2,42,1,550,115118126,1287,022606DC902E0507,,,9.14,12.8,,,,,,,,45000,,,,,"US,US"
953,2,2,42,1,550,115118130,1287,022606DC90320507,,,-0.51,5.48,,,,,,,,45000,,,,,"US,US"
954,2,2,42,1,550,115118134,1287,022606DC90360507,,,-0.51,9.14,,,,,,,,45000,,,,,"US,US"
955,2,2,42,1,550,115118138,1287,022606DC903A0507,,,-0.51,9.14,,,,,,,,45000,,,,,"US,US"
956,2,2,42,1,550,115118145,1287,022606DC90410507,,,0.91,14.93,,,,,,,,45000,,,,,"US,US"
957,2,2,42,1,550,115118343,1287,022606DC91070507,,,0.91,13.41,,,,,,,,45000,,,,,"US,US"
958,2,2,42,1,550,115119124,1287,022606DC94140507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
959,2,2,42,1,550,115119127,1287,022606DC94170507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
960,2,2,42,1,550,115119131,1287,022606DC941B0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
961,2,2,42,1,550,115119134,1287,022606DC941E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
962,2,2,42,1,550,115119138,1287,022606DC94220507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
963,2,2,42,1,550,115119142,1287,022606DC94260507,,,0.91,10.66,,,,,,,,45000,,,,,"US,US"
964,2,2,42,1,550,115119145,1287,022606DC94290507,,,0.91,14.93,,,,,,,,45000,,,,,"US,US"
965,2,2,42,1,550,115119148,1287,022606DC942C0507,,,0.91,11.43,,,,,,,,45000,,,,,"US,US"
966,2,2,42,1,550,115119154,1287,022606DC94320507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
967,2,2,42,1,550,115119157,1287,022606DC94350507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
968,2,2,42,1,550,115119179,1287,022606DC944B0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
969,2,2,42,1,550,115119361,1287,022606DC95010507,,,5.48,10.05,,,,,,,,45000,,,,,"US,US"
970,2,2,42,1,550,115119365,1287,022606DC95050507,,,5.48,10.05,,,,,,,,45000,,,,,"US,US"
971,2,2,42,1,550,115119368,1287,022606DC95080507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
972,2,2,42,1,550,115119372,1287,022606DC950C0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
973,2,2,42,1,550,115119627,1287,022606DC960B0507,,,-0.51,1.82,,,,,,,,45000,,,,,"US,US"
974,2,2,42,1,550,115119631,1287,022606DC960F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
975,2,2,42,1,550,115119665,1287,022606DC96310507,,,9.14,10.05,,,,,,,,45000,,,,,"US,US"
976,2,2,42,1,550,115119668,1287,022606DC96340507,,,9.14,12.49,,,,,,,,45000,,,,,"US,US"
977,2,2,42,1,550,115119672,1287,022606DC96380507,,,-0.51,5.48,,,,,,,,45000,,,,,"US,US"
978,2,2,42,1,550,115119676,1287,022606DC963C0507,,,-0.51,9.14,,,,,,,,45000,,,,,"US,US"
979,2,2,42,1,550,115120185,1287,022606DC98390507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
980,2,2,42,1,550,115120201,1287,022606DC98490507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
981,2,2,42,1,550,115120257,1287,022606DC98810507,,,-0.51,11.43,,,,,,,,45000,,,,,"US,US"
982,2,2,42,1,550,115120261,1287,022606DC98850507,,,-0.51,15.24,,,,,,,,45000,,,,,"US,US"
983,2,2,42,1,550,115120265,1287,022606DC98890507,,,-0.51,15.24,,,,,,,,45000,,,,,"US,US"
984,2,2,42,1,550,115120269,1287,022606DC988D0507,,,-0.51,1.52,,,,,,,,45000,,,,,"US,US"
985,2,2,42,1,550,115120272,1287,022606DC98900507,,,-0.51,1.52,,,,,,,,45000,,,,,"US,US"
986,2,2,42,1,550,115120289,1287,022606DC98A10507,,,-0.51,0.91,,,,,,,,45000,,,,,"US,US"
987,2,2,42,1,550,115120292,1287,022606DC98A40507,,,-0.51,0.91,,,,,,,,45000,,,,,"US,US"
988,2,2,42,1,550,115120297,1287,022606DC98A90507,,,-0.51,0.91,,,,,,,,45000,,,,,"US,US"
989,2,2,42,1,550,115120300,1287,022606DC98AC0507,,,-0.51,0.91,,,,,,,,45000,,,,,"US,US"
990,2,2,42,1,550,115120304,1287,022606DC98B00507,,,5.33,14.93,,,,,,,,45000,,,,,"US,US"
991,2,2,42,1,550,115120307,1287,022606DC98B30507,,,5.79,14.93,,,,,,,,45000,,,,,"US,US"
992,2,2,42,1,550,115120310,1287,022606DC98B60507,,,5.18,14.93,,,,,,,,45000,,,,,"US,US"
993,3,1,42,1,550,175399412,1080,02260A7461F40438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
994,3,1,42,1,550,175401210,1080,02260A7468FA0438,,,3.65,5.48,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
995,3,1,42,1,550,236067327,1132,02260E1219FF046C,,,4.26,5.48,9,,,Depth at ordinary river stage.,,,,,,,,19990425,"US,US,reprt,L-867/99"
996,2,2,42,1,550,115118150,1287,022606DC90460507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
997,2,2,42,1,550,115118154,1287,022606DC904A0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
998,2,2,42,1,550,115118157,1287,022606DC904D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
999,2,2,42,1,550,115118160,1287,022606DC90500507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1000,2,2,42,1,550,115118163,1287,022606DC90530507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1001,2,2,42,1,550,115118167,1287,022606DC90570507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1002,2,2,42,1,550,115118170,1287,022606DC905A0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1003,2,2,42,1,550,115118174,1287,022606DC905E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1004,2,2,42,1,550,115118178,1287,022606DC90620507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1005,2,2,42,1,550,115118182,1287,022606DC90660507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1006,2,2,42,1,550,115118185,1287,022606DC90690507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1007,2,2,42,1,550,115118189,1287,022606DC906D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1008,2,2,42,1,550,115118193,1287,022606DC90710507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1009,2,2,42,1,550,115118196,1287,022606DC90740507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1010,2,2,42,1,550,115118200,1287,022606DC90780507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1011,2,2,42,1,550,115118204,1287,022606DC907C0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1012,2,2,42,1,550,115118207,1287,022606DC907F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1013,2,2,42,1,550,115118235,1287,022606DC909B0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1014,2,2,42,1,550,115118239,1287,022606DC909F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1015,2,2,42,1,550,115118243,1287,022606DC90A30507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
1016,2,2,42,1,550,115118246,1287,022606DC90A60507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
1017,2,2,42,1,550,115118251,1287,022606DC90AB0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1018,2,2,42,1,550,115118254,1287,022606DC90AE0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1019,2,2,42,1,550,115118257,1287,022606DC90B10507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1020,2,2,42,1,550,115118260,1287,022606DC90B40507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1021,2,2,42,1,550,115118264,1287,022606DC90B80507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1022,2,2,42,1,550,115118267,1287,022606DC90BB0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1023,2,2,42,1,550,115118271,1287,022606DC90BF0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1024,2,2,42,1,550,115118274,1287,022606DC90C20507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1025,2,2,42,1,550,115118278,1287,022606DC90C60507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1026,2,2,42,1,550,115118282,1287,022606DC90CA0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1027,2,2,42,1,550,115118286,1287,022606DC90CE0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1028,2,2,42,1,550,115118289,1287,022606DC90D10507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1029,2,2,42,1,550,115118293,1287,022606DC90D50507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1030,2,2,42,1,550,115118296,1287,022606DC90D80507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1031,2,2,42,1,550,115118299,1287,022606DC90DB0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1032,2,2,42,1,550,115118303,1287,022606DC90DF0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1033,2,2,42,1,550,115118307,1287,022606DC90E30507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1034,2,2,42,1,550,115118310,1287,022606DC90E60507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1035,2,2,42,1,550,115118314,1287,022606DC90EA0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1036,2,2,42,1,550,115118318,1287,022606DC90EE0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1037,2,2,42,1,550,115118322,1287,022606DC90F20507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1038,2,2,42,1,550,115118325,1287,022606DC90F50507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1039,2,2,42,1,550,115118328,1287,022606DC90F80507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1040,2,2,42,1,550,115118331,1287,022606DC90FB0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1041,2,2,42,1,550,115118335,1287,022606DC90FF0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1042,2,2,42,1,550,115118339,1287,022606DC91030507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1043,2,2,42,1,550,115118348,1287,022606DC910C0507,,,0.91,4.87,,,,,,,,45000,,,,,"US,US"
1044,2,2,42,1,550,115118351,1287,022606DC910F0507,,,0.91,5.48,,,,,,,,45000,,,,,"US,US"
1045,2,2,42,1,550,115118354,1287,022606DC91120507,,,0.91,5.48,,,,,,,,45000,,,,,"US,US"
1046,2,2,42,1,550,115118358,1287,022606DC91160507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1047,2,2,42,1,550,115118361,1287,022606DC91190507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1048,2,2,42,1,550,115118364,1287,022606DC911C0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1049,2,2,42,1,550,115118368,1287,022606DC91200507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1050,2,2,42,1,550,115118371,1287,022606DC91230507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1051,2,2,42,1,550,115118375,1287,022606DC91270507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1052,2,2,42,1,550,115118378,1287,022606DC912A0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1053,2,2,42,1,550,115118381,1287,022606DC912D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1054,2,2,42,1,550,115118385,1287,022606DC91310507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1055,2,2,42,1,550,115118388,1287,022606DC91340507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1056,2,2,42,1,550,115118391,1287,022606DC91370507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1057,2,2,42,1,550,115118394,1287,022606DC913A0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1058,2,2,42,1,550,115118397,1287,022606DC913D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1059,2,2,42,1,550,115118400,1287,022606DC91400507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1060,2,2,42,1,550,115118404,1287,022606DC91440507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1061,2,2,42,1,550,115118408,1287,022606DC91480507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1062,2,2,42,1,550,115118411,1287,022606DC914B0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1063,2,2,42,1,550,115118414,1287,022606DC914E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1064,2,2,42,1,550,115118417,1287,022606DC91510507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1065,2,2,42,1,550,115118420,1287,022606DC91540507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1066,2,2,42,1,550,115118423,1287,022606DC91570507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1067,2,2,42,1,550,115118427,1287,022606DC915B0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1068,2,2,42,1,550,115118431,1287,022606DC915F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1069,2,2,42,1,550,115118435,1287,022606DC91630507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1070,2,2,42,1,550,115118439,1287,022606DC91670507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1071,2,2,42,1,550,115118444,1287,022606DC916C0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1072,2,2,42,1,550,115118447,1287,022606DC916F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1073,2,2,42,1,550,115118450,1287,022606DC91720507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1074,2,2,42,1,550,115118454,1287,022606DC91760507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1075,2,2,42,1,550,115118457,1287,022606DC91790507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1076,2,2,42,1,550,115118461,1287,022606DC917D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1077,2,2,42,1,550,115118467,1287,022606DC91830507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
1078,2,2,42,1,550,115118474,1287,022606DC918A0507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
1079,2,2,42,1,550,115118536,1287,022606DC91C80507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1080,2,2,42,1,550,115118539,1287,022606DC91CB0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1081,2,2,42,1,550,115118542,1287,022606DC91CE0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1082,2,2,42,1,550,115118545,1287,022606DC91D10507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1083,2,2,42,1,550,115118548,1287,022606DC91D40507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1084,2,2,42,1,550,115118551,1287,022606DC91D70507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1085,2,2,42,1,550,115118554,1287,022606DC91DA0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1086,2,2,42,1,550,115118557,1287,022606DC91DD0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1087,2,2,42,1,550,115118561,1287,022606DC91E10507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1088,2,2,42,1,550,115118565,1287,022606DC91E50507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1089,2,2,42,1,550,115118569,1287,022606DC91E90507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1090,2,2,42,1,550,115118572,1287,022606DC91EC0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1091,2,2,42,1,550,115118575,1287,022606DC91EF0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1092,2,2,42,1,550,115118578,1287,022606DC91F20507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1093,2,2,42,1,550,115118581,1287,022606DC91F50507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1094,2,2,42,1,550,115118584,1287,022606DC91F80507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1095,2,2,42,1,550,115118587,1287,022606DC91FB0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1096,2,2,42,1,550,115118590,1287,022606DC91FE0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1097,2,2,42,1,550,115118593,1287,022606DC92010507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1098,2,2,42,1,550,115118596,1287,022606DC92040507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1099,2,2,42,1,550,115118600,1287,022606DC92080507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1100,2,2,42,1,550,115118603,1287,022606DC920B0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1101,2,2,42,1,550,115118606,1287,022606DC920E0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1102,2,2,42,1,550,115118609,1287,022606DC92110507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
1103,2,2,42,1,550,115118690,1287,022606DC92620507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1104,2,2,42,1,550,115118694,1287,022606DC92660507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1105,2,2,42,1,550,115118697,1287,022606DC92690507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1106,2,2,42,1,550,115118704,1287,022606DC92700507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1107,2,2,42,1,550,115118709,1287,022606DC92750507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1108,2,2,42,1,550,115118717,1287,022606DC927D0507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1109,2,2,42,1,550,115118720,1287,022606DC92800507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1110,2,2,42,1,550,115118723,1287,022606DC92830507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1111,2,2,42,1,550,115118726,1287,022606DC92860507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1112,2,2,42,1,550,115118729,1287,022606DC92890507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1113,2,2,42,1,550,115118733,1287,022606DC928D0507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1114,2,2,42,1,550,115118737,1287,022606DC92910507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1115,2,2,42,1,550,115118740,1287,022606DC92940507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1116,2,2,42,1,550,115118753,1287,022606DC92A10507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1117,2,2,42,1,550,115118780,1287,022606DC92BC0507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
1118,2,2,42,1,550,115119161,1287,022606DC94390507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1119,2,2,42,1,550,115119164,1287,022606DC943C0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1120,2,2,42,1,550,115119182,1287,022606DC944E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
1121,2,2,42,1,550,115119217,1287,022606DC94710507,,,0.91,5.48,,,,,,,,45000,,,,,"US,US"
1122,3,1,42,1,550,175394386,1080,02260A744E520438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1123,3,1,42,1,550,175395384,1080,02260A7452380438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1124,3,1,42,1,550,175395399,1080,02260A7452470438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1125,3,1,42,1,550,175395411,1080,02260A7452530438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1126,3,1,42,1,550,175399088,1080,02260A7460B00438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1127,3,1,42,1,550,175399104,1080,02260A7460C00438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1128,3,1,42,1,550,175399118,1080,02260A7460CE0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1129,3,1,42,1,550,175399131,1080,02260A7460DB0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1130,3,1,42,1,550,175399145,1080,02260A7460E90438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1131,3,1,42,1,550,175399159,1080,02260A7460F70438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1132,3,1,42,1,550,175399173,1080,02260A7461050438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1133,3,1,42,1,550,175399186,1080,02260A7461120438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1134,3,1,42,1,550,175399199,1080,02260A74611F0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1135,3,1,42,1,550,175399214,1080,02260A74612E0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1136,3,1,42,1,550,175399228,1080,02260A74613C0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1137,3,1,42,1,550,175399241,1080,02260A7461490438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1138,3,1,42,1,550,175399255,1080,02260A7461570438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1139,3,1,42,1,550,175399268,1080,02260A7461640438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1140,3,1,42,1,550,175399282,1080,02260A7461720438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1141,3,1,42,1,550,175399295,1080,02260A74617F0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1142,3,1,42,1,550,175399309,1080,02260A74618D0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1143,3,1,42,1,550,175399328,1080,02260A7461A00438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1144,3,1,42,1,550,175399483,1080,02260A74623B0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1145,3,1,42,1,550,175399497,1080,02260A7462490438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1146,3,1,42,1,550,175400117,1080,02260A7464B50438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1147,3,1,42,1,550,175400743,1080,02260A7467270438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1148,3,1,42,1,550,175401239,1080,02260A7469170438,,,3.65,5.48,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1149,3,1,42,1,550,234301335,1127,02260DF727970467,,,0,1.82,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1150,3,1,42,1,550,234301173,1127,02260DF726F50467,,,2.43,3.65,9,,,Channel marked by private aids.,,,,,,,,19990425,"US,US,reprt,L-867/99"
1151,3,1,42,1,550,236073785,1132,02260E123339046C,,,1.82,3.65,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1152,3,1,42,1,550,236072582,1132,02260E122E86046C,,,0,1.82,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
1153,2,2,42,1,550,115117963,1287,022606DC8F8B0507,,,0,1.52,,,,,,,,45000,,,,,"US,US"
